issue	created	updated	author	comments	type	labels	repro	run	title	verdict	dup	settype	settitle	addlabels	rmlabels	action	note
2895	2023-06-29	2026-08-20	mahrud	1	Feature	Core	m2	drift	Complexity of list operations	fixed		Feature		Core		keep	Split outcome, so the disposition is a judgement call. The reported example is FIXED, by mahrud himself: 2ca7e9a482 'fixed all(List,List,Function) to avoid creating new list' (2024-05-11, PR #3228 'New methods for lists', merged 2024-05-14) replaced 'not any(apply(x,y,identity), ij -> not p ij)' with 'not any(x, y, ij -> not p ij)' at m2/lists.m2:140. Measured on 1.26.06-40: his 'elapsedTime all(10^7:false, 10^7:false, (i,j) -> i and j)' is 0.128s against the 1.71s he reported, a 13x improvement, and the honest control is the all-true case at 2.97s, which cannot short-circuit -- so the gain is genuine early exit, not a general speedup. What is NOT settled is his 2024-08-29 follow-up, which came three months AFTER his own fix and broadens the row: that top-level list methods are slow and that isTable significantly slows matrix(List). isTable (m2/lists.m2:342) is unchanged and still does 'same apply(L, length)'. Measured, it does not support the claim at the strength stated: for a 2000x200 list isTable is 0.0013s against matrix at 0.64s (0.2%), for 20000x200 it is 0.014s against 7.27s (0.2%), and in the worst case for its shape -- 10^6 rows of length 1, since the cost is per row -- it is 0.63s against 5.08s (12.5%). Measurable in the extreme, never dominant. The title 'Complexity of list operations' and the body's 'Core methods involving lists could use some auditing' are open-ended by construction.
2897	2023-06-29	2026-08-20	mahrud	5	Feature	Linear Algebra	transcript	reproduces	Eigenvalues for finite fields	reproduces		Feature				keep	Reproduces exactly: eigenvalues random((ZZ/3)^2, (ZZ/3)^2) still errors 'expected matrix of numbers' on 1.26.06-40, and the message is still as odd as mahrud said, since the entries ARE numbers in the field. Nothing implemented since. The thread's substance is a design question nobody resolved: mikestillman asked for a use case and thought char/minimal polynomial would do for larger fields, observed that eigen does not support finite fields at all (which also blocks sparse matrix work over them), and suggested flint when the mutable matrix bugs are fixed; mahrud's counter is that char/min poly needs much faster determinants than we have -- his numbers over ZZ/3[a] roughly double per 10 in rank, 0.51s at 60 up to 6.6s at 100. That determinant complaint is adjacent to #2154. Labels: Linear Algebra already there and correct.
2899	2023-06-29	2026-08-20	mahrud	8	Feature	Core	prose	n/a	Trivial strategy for basis	stands		Feature		Core		keep	Stands: no degree bound was ever added. m2/basis.m2 has one Default strategy (basisDefaultStrategy, :286-311) that calls rawBasis with the whole module; the only Truncate option is at :123 carrying the comment 'TODO: what does this do?', and there is no DegreeLimit on the Groebner computation anywhere in the file. mikestillman's 'it should be fairly easy to change the code to only compute a GB in degrees <= d' has not been done. Time-boxed rather than measured to completion: mahrud's homogeneous example -- J = ideal (cyclic(7, MonomialOrder=>Lex))_*_{0..5} in FGLM, isHomogeneous J true -- did not finish basis(0, J) within a 10-minute bound here, consistent with his reported >20min to return the zero matrix, and I stopped rather than confirm the exact figure. The multigraded half that mahrud and mikestillman ended on (comparing against the effective cone, and whether polyhedral code is worth the overhead in simple cases) is an open design question, not a defect.
2902	2023-07-01	2026-08-20	mahrud	1	Feature	Core	transcript	reproduces	Improve error message in Ring ** Ideal over quotient rings	reproduces		Feature		Core		keep	Reproduces exactly: S ** ideal x with S = QQ[x,y] and R = S/(x^2*y^2) still gives 'no method found for applying promote to: argument 1 : | x | (of class Matrix), argument 2 : R, argument 3 : S' on 1.26.06-40, with no hint that sub(ideal x, S) is what was wanted. The asymmetry in the body is also unchanged: S ** module ideal x works and R ** ideal x works, only S ** ideal x over the quotient fails. mahrud's follow-up about isSubset -- that it should either error on mismatched rings or promote first, rather than silently returning false -- is a second ask on the same row and is likewise unmet; #660 'comparison of ideals' is adjacent but is about a different comparison.
2905	2023-07-03	2026-08-20	mahrud	12	Bug	Core	transcript	reproduces	Error in tensor(Ring, Ring, Join => false)	reproduces		Bug		Core		keep	Reproduces exactly on 1.26.06-40: tensor(S1, S2, Join => false) errors 'with Join => false, expected degree map to return a list of length at most 1' while tensor(S2, S1, Join => false) succeeds with degrees {{1,0},{0,1},{0,1},{0,1}}. This row already carries TWO comments from this project, posted 2026-08-04 and 2026-08-05 in the bugs/ phase under the markers bug-triage:bugs/dan/0-tensor-rings and bug-triage:bugs/dan/0-monoid-design-problem, so nothing further is owed here. Between them they answer mahrud's 'I can't figure out what was the intention': monoids.m2:700 takes DegreeRank from the first argument's monoid alone, which is both the asymmetry reported here and the wrong degreeLength Dan filed in bugs/dan/0-tensor-rings, i.e. one defect rather than two; and bugs/dan/0-monoid-design-problem records why it is hard to fix, since DegreeMap is declared on one monoid but is a function of the other, which is not known when the option is given. DanGrayson conceded the point in-thread ('Good point!') and mahrud later showed it causes a real bug in PushForward (#3077). Not a duplicate: #2272, #3971, #4589 and #4585 share vocabulary only.
2921	2023-08-30	2026-08-20	pzinn	2	Feature	Core	transcript	same-output	method for concatenating matrices	stands		Feature		Core		keep	Stands. concatCols and concatRows are still defined at m2/matrix.m2:402 and :412 and still not exported -- typing concatCols at the prompt on 1.26.06-40 returns a Symbol, not a function. The asymmetry pzinn reported is unchanged: 0 | matrix{{1,2},{3,4}} works, because Number | Matrix (:424) coerces via f*id_(target g) before calling concatCols, while concatCols(0, ...) has no such wrapper. Nothing was done about the ask, and it has two seconds -- mahrud's 'strong, emphatic +1' with a concatMats sketch, and seangrate's fold workaround, which is what users are doing instead.
2931	2023-09-14	2026-08-20	MichaelABurr	2	Bug	Linear Algebra	m2	clean	The zero interval and mutable matrices	reproduces		Bug		Linear Algebra		comment	Reproduces exactly, and narrower than the reporter could tell. On 1.26.06-40, entries of 'new MutableMatrix from matrix{{span(0)}}' is {{[NotANumber,NotANumber] (an empty interval)}} with left and right both NotANumber, while entries of 'new Matrix from matrix{{span(0)}}' is the correct {{[0,-0]}}. But the ordinary constructor is FINE: 'mutableMatrix matrix{{span(0)}}' gives {{[0,-0]}}. So it is the 'new MutableMatrix from Matrix' path specifically, not mutable matrices or the sparse representation generally -- which also gives users a workaround the thread does not have. span(1) is unaffected either way. One extra wrinkle worth knowing before anyone tries to reproduce: both matrices now PRINT as '0' at top level, so the defect is invisible unless you call entries -- the reporter in 2023 could see it in the display. #944 'new of from for MutableMatrices' is adjacent and about the same constructor family, but is a different ask.
2932	2023-09-14	2026-08-20	jkyang92	1	Bug	package issue	opaque	n/a	The method polyhedra for PolyhedralComplex in Polyhedra has an off by 1 in dimension	reproduces		Bug		package issue		comment	Reproduces, and the fix is one character, verified rather than read. polyhedra(ZZ,PolyhedralComplex) at Polyhedra/core/polyhedralComplex/methods.m2:5-13 computes dk := dim(PC) - k and returns L#dk, where L = getProperty(PC, computedFacesThroughRays). Measured: for PC = polyhedralComplex hypercube 3, L is keyed -1,0,1,2,3 with sizes 1,6,12,8,1, so L is indexed by dim(PC) - d - 1, not by dim(PC) - d. The result is that polyhedra(k,PC) returns the (k-1)-dimensional faces throughout: polyhedra(0,PC) is {({},{})}, the EMPTY face, not the 8 vertices; polyhedra(1) gives 8 vertices where 12 edges are wanted, polyhedra(2) gives 12, polyhedra(3) gives 6. Evaluating L#(dim PC - k - 1) by hand for k = 0..3 gives 8, 12, 6, 1 -- exactly the cube's vertices, edges, squares and cell -- so dk := dim(PC) - k - 1 is correct across the whole range, including k = 3 landing on L#(-1). The method's own comment says 'Giving the k dimensional Polyhedra', so intent is not in doubt. Checked that the tested source is the right one: the locally installed Polyhedra (1.10) is byte-identical to origin/development for this file.
2939	2023-09-29	2026-08-20	mdebellevue	1	Bug	Documentation,package issue	m2	syntax	Doc page with unescaped hashtags - math mode vs. code	reproduces		Bug		Documentation,package issue		keep	Reproduces, and confirmed in the rendered output rather than only in the source. On origin/development four sites still carry an unescaped H# inside math mode in CompleteIntersectionResolutions.m2 -- lines 3700, 3719, 3725 and 3792 -- against three that are correctly escaped as H\#. The generated HTML for 1.26.06 shows the consequence side by side on one page: _make__Homotopies.html contains "$$ H\#\{e0,i\} = d; $$" next to "$$ H#\{e0,i+1\}*H#\{e,i\}+H#\{e,i-1\}H#\{e0,i\} = f_i, $$" and "$$ sum_{J<I} H#\{I\setminus J, \} H#\{J, \} = 0. $$". Two corrections to the report worth carrying: it is four sites, not the single line 3715 named, and the rendered page is _make__Homotopies.html (doc node makeHomotopies), not higherHomotopies. mahrud's 2024 reply asking the reporter to send a PR got no answer and no PR. The reporter's broader question -- why these are TeX rather than M2 code blocks -- mahrud answered: the page predates working TeX support.
2990	2023-11-09	2026-08-20	pzinn	0	Bug	Core	transcript	reproduces	badClass produces incorrect error message	reproduces		Bug		Core		keep	Reproduces exactly: f = method(Dispatch=>{Thing,Type}) then f(1,1) still gives 'error: null: expected argument 2 to be a type, but it was: 1' on 1.26.06-40, with the literal 'null' where the method's name belongs. pzinn's diagnosis in the body is the whole of it and is unchanged in m2/methods.m2: MultipleArgsNoOptions passes 'badClass methodFunction' to newmethod1234c while methodFunction is still null at that point, so badClass captures null rather than the function. His secondary point -- that these errors are handled inconsistently, some at the d level and some through badClass -- is a wider cleanup nobody has taken up. Zero comments in three years.
2992	2023-11-10	2026-08-20	jose-a-sa	3	Bug	arm,build issue	prose	n/a	Cputime limit exceeded while running examples for package MultiprojectiveVarieties (macOS 14.1-arm64, Clang 15.0.0)	stands		Bug				keep	Stands upstream, and the downstream report was closed by sidestepping rather than fixing. n/a-platform for a rerun: macOS 14.1-arm64 during a Homebrew source build, and this is x86-64 Linux. What can be established. (1) Nothing was done: DanGrayson's 'let's just comment out that example, and add an explanation' was never carried out -- the EXAMPLE block for (image,MultirationalMap) at MultiprojectiveVarieties.m2:3037-3047 is unchanged, and no commit since touches it for cost. (2) The example is not pathological: measured here at 0.18s for 'image Phi' and 6.96s for the Segre alternative on the same page, so the CPU-limit failure is about that build's per-example budget on that hardware, not a runaway computation. (3) The downstream issue, Macaulay2/homebrew-tap#197, was closed 2024-01-16 by mahrud with 'This is resolved now that a bottle for arm64 has been added. We'll deal with the same issue for 1.23 when it is released' -- i.e. users stopped building from source and so stopped hitting it, which is why no similar tap issue has appeared since. (4) Doug's in-thread pointer to #1539 covers the detectCongruence half only; #1539 is i386 out-of-memory in SpecialFanoFourfolds and is open and separately triaged, so this is not a duplicate. mahrud's 'at least 3 examples and a few tests' all concern detectCongruence, which the headline (image,MultirationalMap) example does not call. Labels build issue and arm already correct.
3001	2023-11-18	2026-08-20	pzinn	1	Feature	Linear Algebra	transcript	syntax	Operations for sparse matrices	reproduces		Feature		Linear Algebra		keep	Reproduces: mutableMatrix({{1,2},{0,0}}, Dense=>false) then m*m still errors ''mult matrices' not implemented for this kind of matrix over this ring' on 1.26.06-40, and MutableMatrix ** MutableMatrix still has no method at all. Nothing implemented since 2023. Two things about the row rather than the code: pzinn volunteered to do the work and said he did not know the internals well enough, and added that the mutable matrix implementation may change -- so this has been waiting on a maintainer's steer, not on a contributor. The premise in the body still holds too: he reached for mutable matrices only because creating very large sparse ordinary matrices is impractical, which is #3007's territory, so the two rows are the same underlying complaint approached from opposite ends. Adjacent, not duplicate: #944, #2741.
3007	2023-11-21	2026-08-20	pzinn	3	Bug	Core	transcript	differs	degreeLength of a ZZ module	reproduces		Bug		Core		keep	Reproduces, and pzinn's 2024 observation is explained rather than a second bug. The substance is untouched: peek ZZ^6 still shows RawFreeModule => free(rank 6 degrees = {1,1,1,1,1,1}) even though ZZ has degree length 0, which is what he asked about and what mikestillman said he would look at in 2023. The change he noticed in July 2024 -- degreeLength M now erroring instead of returning 0 -- is deliberate: mahrud's 2b6ab8907e 'deprecated degreesRing for ideals and modules' (PR #3118 'Assorted fixes', merged 2024-02-12) removed both 'degreeLength Module := M -> degreeLength ring M' and the Ideal method, and struck them from degreeLength-doc.m2. So degreeLength ring M is the spelling now, and pzinn is right that it leaves the actual issue standing. Same underlying complaint as #3001 approached from the other end: he reached for mutable matrices there because building large ordinary modules is slow, and this row asks why. mikestillman's 2023 'I'll look at this' and mahrud's 2024 offer to help both went unanswered.
3021	2023-11-29	2026-08-20	mahrud	0	Bug	package issue	m2	clean	truncate changes order of basis	reproduces		Bug		package issue		keep	Reproduces exactly on 1.26.06-40, including the anti-diagonal: with S = QQ[x,y,z] and A = S^{1}, basis(0, A) gives image {-1} | x y z | while basis(0, truncate(0, A)) gives image {-1} | z y x |, and inducedMap between them is the 3x3 anti-identity. truncate for modules lives in packages/Truncations.m2, not Core, hence the package issue label. The consequence mahrud and kellerlv hit -- homomorphism prime of homomorphism v failing to equal v in some cases -- is not demonstrated in the body, so this row records a reversed basis order rather than the downstream failure; anyone fixing it should get the second half from them. Zero comments in three years, and the two people cc-ed (devlinmallory, ggsmith) never replied.
3023	2023-12-01	2026-08-20	mahrud	3	Task	Core	transcript	same-output	What's the point of `isQuotientRing`?	stands		Task		Core		keep	Stands: nothing was done, though DanGrayson agreed twice. m2/quotring.m2:14-16 still has isQuotientRing Ring := R -> false and isQuotientRing QuotientRing := R -> true, so on 1.26.06-40 isQuotientRing(ZZ/3) is true and isQuotientRing(ZZ/3[x]) is false, exactly as reported. Dan said "You make good points. Get rid of it", then endorsed mahrud replacement with the caveat to drop the minimalPresentation call -- so the agreed design is instance(R, QuotientRing) after flattening, not the computation first proposed. One thing to check before removing it outright: isFinitePrimeField (quotring.m2:19) calls isQuotientRing, so "get rid of it" has at least one in-tree caller to rehome.
3027	2023-12-05	2026-08-20	mahrud	7	Bug	Interpreter	foreign	n/a	Memory intensive module	stands		Bug		Interpreter		keep	Stands, and the question mahrud actually asked has never been answered. Not reproducible here -- the input is a 95MB external file that only he has, so this is a foreign repro. What can be established. Some of the work mikestillman offered in the thread landed: rawMatrixReadMsolveString and rawMatrixReadMsolveFile now exist at d/interface.dd:2097 and :2114, with e/BasicPolyListParser.hpp behind them and a unit test at e/unit-tests/MatrixIOTest.cpp. But they are wired only into the Msolve package (Msolve.m2:31 and :106) for reading msolve output, so there is still no general facility for loading a large matrix from a file, which is what the issue is about. His two follow-up questions are both unanswered: "why would loading a large matrix from memory require more memory than when it was defined" (2024-08-07) and "is there a way to print a sparse matrix" (2025-04-21). The stack trace is 9000 frames of binding_bind in d/binding.d, i.e. the parser recursing over the literal, which supports his own suspicion that the cost is in turning the text into a matrix rather than in reading the file. His zget suggestion for gzipped input is a separate wish nobody took up.
3030	2023-12-06	2026-08-20	antonleykin	1	Bug	Core,WeylAlgebras	transcript	reproduces	`isHomogeneous` incorrect for a Weyl algebra	reproduces		Bug		Core		keep	Reproduces exactly: isHomogeneous W1 is true on 1.26.06-40 where it should be false, for W1 = QQ[x,dx,WeylAlgebra=>{x=>dx}] with default degrees. antonleykin identified the cause in the body and it is unchanged -- isHomogeneous PolynomialRing := R -> true in m2/polyrings.m2 returns true unconditionally, so a Weyl algebra whose relations are not homogeneous for its degrees is reported homogeneous anyway. The element-level tests are correct in both directions (isHomogeneous 0_W1 false, isHomogeneous 0_W2 true), so it is the ring-level predicate alone. mahrud proposed making WeylAlgebra its own type inheriting from EngineRing or QuotientRing, with the caveat that the motivation for keeping it a PolynomialRing was mixing variable kinds; nobody replied. Labels: WeylAlgebras already there.
3035	2023-12-10	2026-08-20	mahrud	11	Bug	Core	m2	timeout	reduce breaks algorithms	reproduces		Bug		Core		keep	Stands as a live design question, and the most recent word on it is two months old. Doug said "Yikes! I will revert the changes from #3013" and then did not -- mahrud talked him out of it in the next comment, and PR #3013 "Use reduce when adding/subtracting/negating matrices" is still merged and in force: on 1.26.06-40, v + v for v = map(ZZ^1/ideal 2, ZZ^1, 1) returns 0, the reduced answer, not the | 2 | of 1.22. The ReduceHooks machinery mahrud disables in his init.m2 is at m2/matrix.m2:88-94, with the Default hook still rawF % raw gb presentation tar. His 2026-06-15 comment is current: of the four spellings, map(coker(2*id_(ZZ^2)), , matrix{{3},{3}}) gives | 3 | while map with an explicit source, or with a list instead of a matrix, all give | 1 |. So the inconsistency is not just slow-versus-fast, it is that the same map has two answers depending on how it is spelled. Five options were tabled (mahrud), jkyang92 and mikestillman weighed in, mikestillman recalled that he and DanGrayson deliberately reduce for multiplication and not for addition, and no decision was ever recorded. Performance not re-measured here: the FGLM cyclic(7) example is the one that timed out in batch 51 on a different row, and the row does not turn on the exact figure.
3041	2023-12-15	2026-08-20	mahrud	2	Feature	Interpreter	m2	drift	Symbol as Optional Argument	stands				Interpreter		keep	Stands: bare symbols are still not accepted as options. On 1.26.06-40, g = method(Options => {Verbose => false}) then g(1, Verbose) errors "no method found for applying g to: argument 1 : 1 (of class ZZ), argument 2 : Verbose (of class Symbol)". Nothing was implemented. pzinn objection in the thread is the open question and mahrud answer to it was a proposal rather than a decision: what happens to a function that takes a Symbol as a genuine non-optional argument, with mahrud suggesting such functions take a list of symbols instead, or that method gain an option to disable the behaviour. Nobody has ruled. Type Feature was already right. #4545 shares vocabulary only.
3063	2024-01-11	2026-08-20	d-torrance	0	Bug	Core	transcript	reproduces	Inconsistent behavior when dividing by zero in integer/polynomial division	reproduces		Bug		Core		keep	Reproduces byte-for-byte, all seven lines, on 1.26.06-40: 1 // 0 gives 0, 1 % 0 gives 1, quotientRemainder(1, 0) gives (0, 1), while over ZZ[x] both 1_R // 0_R and 1_R % 0_R error "cannot use division algorithm dividing by zero" and quotientRemainder(1_R, 0_R) still returns (0, 1). So the inconsistency is on two axes at once, integer versus polynomial and quotientRemainder versus the operators it is supposed to package, and neither has moved. Doug own PR #3062 attempted the fix and was blocked by InvariantRing depending on the current behaviour; the design question he ends on -- whether division by zero should be allowed at all in the polynomial case, or at minimum whether //, % and quotientRemainder should agree -- has had no answer in over two years and no comments. Adjacent rows on the same operators: #2786 (division over RR and CC, triaged in batch 49) and #1711.
3069	2024-01-14	2026-08-20	mahrud	2	Bug	Core	transcript	differs	Problem with ^1 and ^**1	reproduces		Bug		Core		keep	Reproduces exactly on 1.26.06-40, both halves: for M = R^{-2} ++ R^{2}, components M and components M^2 each give two summands while components M^1 gives the single {R^2}, and (set {1,2})^**1 still gives set {1 : (1), 1 : (2)} rather than the set itself. Deliberately NOT filed as a duplicate: pzinn identified it as another instance of #2891 and mahrud agreed but asked to keep it open because the ^1 and ^**1 case is much easier to resolve than the general direct sum one, so the reporter has already ruled on the question. #2891 is triaged separately in this sweep and stays open too. The cached-resolution half of the body -- M.cache.?resolution true but (M^1).cache.?resolution false -- is the same loss of cached information seen from another angle.
3078	2024-01-19	2026-08-20	mahrud	2	Bug	Core	m2	clean	Homogeneity bug in basis(..., SourceRing => ...)	reproduces		Bug		Core		keep	Reproduces exactly on 1.26.06-40: with R = reesAlgebra trim monomialCurveIdeal(S, {2,3,5,6}) over ZZ/101[x_0..x_4], B = basis(1, R^1, SourceRing => S) has isHomogeneous B false, source basis(1, R^1) is R^7 with degrees {3:{1,2}, 4:{1,3}}, and source B is S^7 with all degrees zero -- exactly the target-fine, source-wrong split mahrud describes. This row already carries a comment from this project, posted 2026-08-12 in the bugs/ phase under the marker bug-triage:bugs/mike/1-integralClosureIdeal.m2, which adds the second consequence of the same phi: with no way to supply the map and no check that one exists, SourceRing silently accepts an unrelated ring and stores a RingMap that sends everything to zero, and the TODO directly above basis.m2:249-252 already describes that case. So nothing further is owed here. mahrud second comment, showing rawIsHomogeneous returning false even when DegreeMap and DegreeLift are given explicitly, is unanswered by mikestillman. #2580 shares vocabulary and is a different ask.
3117	2024-02-07	2026-08-20	mahrud	0	Bug	Linear Algebra	transcript	differs	isMutable MutableMatrix	reproduces		Bug		Linear Algebra		keep	Reproduces exactly on 1.26.06-40: isMutable mutableMatrix {{1}} is false, same as isMutable matrix {{1}}, and ancestors MutableMatrix is still {MutableMatrix, HashTable, Thing}. Control confirming the predicate itself works: isMutable new MutableHashTable is true. So mahrud diagnosis in the body is the whole of it -- MutableMatrix inherits from HashTable rather than MutableHashTable, and isMutable keys off the ancestry. His proposed fix, reparenting to MutableHashTable, has had no reply in over two years. Zero comments. Adjacent rows on the same type: #944, #2741, #4376.
3123	2024-02-08	2026-08-20	mikestillman	1	Bug	Engine	m2	different-error	tower of exterior algebras has incorrect multiplication!	reproduces		Bug		Engine		comment	Reproduces exactly on 1.26.06-40, all three assertions: for R = QQ[x_1..x_3, SkewCommutative=>true] and S = R[y_1..y_4, SkewCommutative=>true], x_1*y_2 prints as -x_1*y_2, leadCoefficient leadCoefficient(x_1*y_2) is -1 where mikestillman says it should be 1, and y_2*x_1 == x_1*y_2 is false where the variables of R and S should commute. A wrong-answer bug in a tower of exterior algebras, silent -- no error, just a sign -- and with zero comments in two and a half years. #4617 "The documented commutation rule for exterior algebras" is adjacent and is about documentation rather than about the arithmetic being wrong.
3145	2024-02-27	2026-08-20	mahrud	7	Bug	Core	prose	n/a	Case (in)sensitive files in macOS	stands		Bug		Core		keep	Stands, third-party confirmed, and not testable here -- macOS, and this is Linux, so nothing I run is evidence. The record is what settles it: mahrud asked Devlin-Mallory on 2025-05-11 to retest after PR #3741 "needs and needsPackage updates" (merged 2025-05-10), giving a concrete recipe, and Devlin-Mallory replied the same day "This does appear to still be an issue". So the most recent evidence is a fresh negative result from someone on the platform, after the change that might have fixed it. mikestillman said in 2024 it would be nice to implement and that C++17 should make the information available, against DanGrayson earlier "there is no way to tell"; mahrud counter is that the filesystem does report the true capitalization, and mikestillman own ls example shows the subtlety. Related but broader, and open: #4305 "name conflicts with the packages directory files" (mikestillman, 2026-05-15) is about ANY current-directory file shadowing a packages/ file, of which macOS case-insensitivity is called out there as making it "even worse" -- a superset of this row, not a duplicate of it. Also cross-referenced: #2413 and #1108, both closed.
3155	2024-03-15	2026-08-20	pzinn	3	Feature	Core	transcript	differs	coefficients not returning coefficients in the coefficient ring	reproduces		Feature		Core		keep	Reproduces exactly on 1.26.06-40, and the asymmetry pzinn points at in his third comment is the sharpest way to state it: for R = QQ[a..f], S = R[x,y] and F = a*x^2+b*x*y+c*y^2, ring last coefficients F is S while ring leadCoefficient F is R. Same polynomial, same notion of coefficient, two different rings. His AssociativeAlgebras example is the practical cost -- (last coefficients(1/3*x))_(0,0) lands in the free algebra R rather than QQ, so denominator on it has no method. mikestillman gave the counter-argument in 2024-06 and it is the only thing standing in the way: coefficients can return values in the current ring when the Variables option is used, and returning matrices over different rings in the two cases was once considered bad -- while adding that without that option he almost always has to lift anyway. Nobody has ruled since. #3950 (coefficients over FreeAlgebraQuotient) and #2490 (coefficients in iterated rings) are adjacent rows in this corpus.
3165	2024-03-25	2026-08-20	mahrud	2	Bug	Core,NormalToricVarieties	m2	drift	Pushforward fails for the cuspidal cubic immersion	reproduces		Bug		Core,NormalToricVarieties		keep	Reproduces exactly on 1.26.06-40: pushForward_f S^{2} for f = inducedMap map(toricProjectiveSpace 2, toricProjectiveSpace 1, matrix{{-2},{1}}) still errors "not implemented yet: unexpected degree map of ring map", from m2/pushforward.m2:147-151. The map is confirmed as described -- it sends the three variables to x_0*x_1^2, x_0^3, x_1^3, all of degree 3, with both source and target standard graded -- so mahrud question "what is this check for?" is a fair one and has never been answered by either person he asked. pzinn asked what happens if the check is removed and mahrud answered: an inhomogeneous answer. That is the useful part of the thread and it means the guard is catching something real rather than being merely conservative, so removing it is not the fix. #3284 is adjacent.
3166	2024-03-27	2026-08-20	mahrud	10	Bug	package issue	m2	different-error	LengthLimit in Complexes	reproduces		Bug		package issue		keep	Reproduces on the reference build AND on origin/development, both problems. freeResolution R^1 for R = QQ[x,y]/(x-y) still errors "need to provide LengthLimit for free resolutions over quotients of polynomial rings" even though the input is free, and freeResolution(coker vars R, LengthLimit => infinity) gives the same error even though the option IS provided. The guard is Complexes/FreeResolution.m2:138-155 in resolutionObjectInEngine: when opts.LengthLimit === infinity it errors for skew-commutative rings (:145) and for any ring whose flattening has a nonzero ideal (:152), and there is no isFreeModule short-circuit anywhere in that file. mikestillman said on 2026-06-01 that free modules "are now handled correctly (or will be with the next PR)" and that quotient and exterior cases would warn rather than error; three months on, neither is in development and I could find no open PR, so his parenthetical is still the operative half. Cross-referenced #3656 "Reporting infinite projective dimension" is adjacent, not a duplicate. mahrud last comment (2025-05-26) raises a separate symptom -- a partially computed resolution seeming stuck in an interrupted state, so that adding LengthLimit => 5 does not help while rebuilding the ideal does -- which nobody has answered.
3171	2024-04-04	2026-08-20	d-torrance	1	Bug	Interfaces,build issue	m2	syntax	RInterface test failures on loong64/riscv64 architectures	stands		Bug		Interfaces		keep	Stands, and n/a-platform: loong64 and riscv64, and this is x86-64, so nothing I can run is evidence. Settled on the record instead. Doug reported it on the Debian 1.23 build for loong64 and confirmed the same failure on riscv64 the next day; the symptom is that complex numbers come back as garbage -- 4.63557e-310*ii where 2+3*ii was expected, in three separate RInterface tests -- which is the signature of a struct being read at the wrong offset or width rather than of anything R-specific. His own diagnosis in the body, that the underlying issue is probably in ForeignFunctions and how structs work on this architecture, is the only one offered and nobody has replied in over two years. Worth knowing when this is picked up: the reference build carries Debian packaging patches that skip tests by architecture and this issue number is among those named, so a passing check here would say nothing either.
3181	2024-04-11	2026-08-20	griffin-has-questions	1	Bug	package issue	transcript	syntax	Polyhedra Package Changes Lineality Space of Fan	reproduces		Bug		package issue		comment	Reproduces reliably, and the bug is not in fan at all: linealitySpace of a Cone is not a function of the Cone. Measured, two cones from identical H-data differing only in that the second has had rays computed: image linealitySpace A != image linealitySpace B, both of rank 8, so two different 8-dimensional subspaces of ZZ^10 and one is wrong. fan Cone (core/fan/constructors.m2:119-123) computes raysC := rays C before linealityC := linealitySpace C, so a fan always carries the rays-first answer while a freshly built cone gives the other -- which is the reported inequality, and which reframes the reporter "in some rare instances" as session state rather than rare input. Confirmed with a clean A/B on the same two fresh cones: image linealitySpace(fan C1) == image linealitySpace C2 is false; identical but with C1 == C2 evaluated first it is true, because == forces rays. Three fresh sessions gave false 3/3 on the reported expression. Near miss worth recording: my first rerun rewrote the expression to reuse one cone object and returned TRUE -- the "reusing one input across variants measures the cache" trap -- and I was one step from filing this as fixed. Locus for a fix: compute#Cone#computedLinealityBasis (core/cone/properties.m2:186) branches between three computations on whichever properties are cached when first called. One hypothesis tested and REFUTED: it is not the facets/hyperplanes versus inequalities/equations branch, since orthogonalComplement of each gives the same image here.
3182	2024-04-15	2026-08-20	mahrud	0	Feature	Core	transcript	reproduces	equality of ideals over different rings	reproduces		Feature		Core		keep	Reproduces exactly, both lines: "ideal 0 == 0 * ideal vars(QQ[x])" and "ideal 1 == ideal 1_(QQ[y])" each error "expected ideals for the same ring" on 1.26.06-40. The ask is a small, well-specified behaviour change -- return false for ideals over different rings rather than erroring, except when one side is over ZZ, where Ideal == ZZ should apply -- and it has had no reply of any kind in over two years. Zero comments. #4267 (equality of visible lists) and #4461 share the word equality and nothing else.
3185	2024-04-17	2026-08-20	mahrud	7	Feature	Interpreter	m2	drift	Better list comprehension	stands				Interpreter		keep	Stands: nothing was implemented, and the thread is a live design disagreement rather than a dormant request. mahrud wants set-builder syntax; Doug pointed at f \\ L and L / f; mahrud countered that compactness is not the problem and gave a concrete defect -- max({1,2,3} / i -> 10*i) errors "expected parenthesized argument list or symbol" -- which still fails today; Doug agreed the obstacle is that -> has very low precedence and that the natural operators for set-builder notation, : and |, are already taken at higher precedence; mikestillman said he personally prefers L/f to Python-style comprehensions and suggested improving those instead. mahrud last comment (2024-04-22) narrows to something concrete that could be done first: making "for x in splice(1..5,3,2:2) if odd x then x^2" work, i.e. an if without else in a for-list, tied to #1978. That specific sub-ask is the actionable residue and nobody responded to it. Type Feature was already right.
